Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Class
1,1,1,1,0,1,2486,12,1
2,3,0,4,1,4,204,58,2
5,5,1,4,0,5,1325,30,3
5,2,1,5,1,3,267,46,3
2,5,1,4,1,5,200,59,3
1,4,1,4,1,5,2799,46,3
4,4,1,4,1,3,2712,60,3
1,5,0,3,1,3,246,47,1
2,2,1,3,0,4,719,27,3
2,2,1,3,0,3,101,24,1
2,3,1,2,1,1,2551,50,3
4,4,1,4,0,3,737,29,1
5,5,1,5,1,4,223,43,1
5,5,1,5,1,5,177,40,3
4,4,0,4,1,3,813,63,2
3,3,0,2,1,4,711,15,1
3,3,1,3,1,1,2419,23,3
2,2,1,1,1,2,116,65,2
4,4,1,4,0,4,878,54,1
2,2,0,5,1,2,495,27,3
3,3,1,4,0,4,1444,25,1
2,2,0,3,1,5,356,37,1
2,2,1,5,0,4,421,28,1
4,4,1,5,0,4,714,41,3
3,3,0,5,1,1,373,19,1
4,5,1,5,1,3,3576,45,3
4,4,1,4,0,4,226,23,1
4,4,0,2,1,3,2174,27,2
4,5,1,5,1,4,762,44,3
1,5,1,5,1,5,1681,30,3
1,4,0,4,1,4,309,63,1
2,2,0,4,1,4,543,69,1
3,4,1,4,1,5,3684,30,3
2,2,1,1,0,5,337,25,3
1,1,0,4,1,3,383,13,1
1,3,0,3,1,2,101,55,2
1,1,0,1,1,1,2449,68,1
3,3,0,3,1,4,319,35,1
2,1,1,5,0,5,337,39,1
2,2,0,5,1,4,972,49,1
4,3,0,4,1,1,349,47,1
2,2,0,1,1,5,916,40,1
2,2,1,1,1,3,3202,42,3
3,3,0,5,1,5,447,36,1
5,4,1,2,1,4,2480,43,3
4,4,1,4,1,3,266,43,1
4,4,1,4,1,3,192,41,1
1,5,1,4,1,5,3824,55,3
2,1,0,4,1,5,1306,44,1
2,2,1,3,0,1,349,19,3
1,1,1,1,0,2,373,65,2
4,5,0,3,1,5,649,44,3
2,3,1,2,0,1,369,39,1
1,5,1,5,1,4,2632,49,3
3,3,0,2,1,4,602,29,1
5,5,1,4,1,3,447,47,3
0,4,1,5,1,3,2813,70,3
3,3,0,2,1,2,1208,31,1
1,1,0,4,1,2,731,22,1
5,5,1,2,0,4,1014,41,3
5,1,1,5,1,5,1448,42,3
3,5,0,5,1,4,528,69,1
5,5,1,4,1,5,2342,55,3
3,5,1,3,1,2,399,38,1
4,4,1,3,1,4,1400,32,3
4,4,1,4,1,4,1069,63,1
5,4,1,5,1,3,2500,51,3
2,2,1,2,0,3,834,38,3
2,4,0,4,1,4,605,65,1
4,2,1,4,1,3,3559,40,3
4,4,1,5,0,4,1788,19,1
4,5,0,1,1,5,578,59,3
2,2,1,4,0,5,272,58,3
1,1,1,5,0,4,2176,30,3
2,4,1,4,1,3,1784,39,3
0,2,0,5,1,1,503,48,1
2,2,0,2,1,3,632,19,1
5,5,0,3,1,3,541,43,1
5,4,1,4,1,5,1521,10,3
4,4,1,1,0,2,797,25,1
4,4,0,3,1,4,163,18,1
1,2,0,5,1,4,425,43,1
1,1,1,4,1,2,2084,51,3
4,4,1,3,0,2,227,25,3
5,5,1,5,1,2,404,38,1
2,4,1,2,1,5,1363,48,3
5,5,1,5,1,4,1086,28,2
2,2,0,5,1,3,2586,43,1
2,2,1,5,0,3,282,26,2
3,3,1,3,1,4,3038,30,3
1,1,1,1,0,4,989,42,3
3,3,0,4,1,4,1061,46,1
1,4,0,4,1,4,861,26,1
2,4,1,4,1,3,3838,52,3
3,3,0,1,1,5,293,47,1
3,3,0,3,1,2,1482,38,1
4,4,1,4,1,5,3830,47,3
2,2,0,4,1,1,925,45,1
1,4,1,4,1,3,3258,20,3
3,3,1,3,1,4,443,37,2
3,3,1,1,0,1,641,21,1
3,3,0,3,1,1,179,58,1
5,5,1,5,1,5,2645,31,3
2,3,0,5,1,3,819,43,1
2,2,1,2,1,2,200,51,1
3,4,1,4,1,5,3380,41,3
3,3,0,4,1,5,201,15,1
4,4,1,4,1,2,297,39,1
5,4,1,5,1,3,3161,57,3
3,3,1,3,1,4,1739,42,1
3,3,1,3,1,3,429,20,2
1,1,0,2,1,4,1147,45,1
1,2,1,1,1,3,2454,72,3
3,3,1,3,1,4,719,48,3
2,3,1,2,1,4,3304,56,3
1,1,0,3,1,5,991,13,1
4,5,1,2,1,3,3594,53,3
2,2,1,2,1,3,3488,9,3
3,4,0,2,1,4,73,66,1
2,2,0,5,1,5,632,52,1
5,5,1,5,1,1,170,28,1
2,2,1,1,0,4,1255,24,1
1,4,1,3,1,4,1729,41,3
1,5,1,4,1,4,404,43,3
5,5,0,3,1,3,1464,45,2
2,2,1,5,0,4,783,29,3
5,4,1,5,1,3,1654,49,3
5,4,0,5,1,3,748,10,1
2,4,1,2,1,3,3116,54,3
2,2,1,5,0,5,507,27,3
1,4,1,4,1,3,295,29,3
3,4,1,3,1,4,1481,57,3
3,3,0,2,1,3,406,26,1
2,2,0,4,1,3,1020,36,2
4,4,1,4,1,2,214,54,1
3,3,0,4,1,3,199,13,1
4,4,0,3,1,4,637,21,3
4,2,0,5,1,2,188,45,1
4,3,1,4,1,4,440,32,3
4,4,1,4,0,2,89,23,1
1,1,1,1,1,1,1846,58,1
5,5,1,5,0,2,721,22,1
2,2,0,3,1,4,1045,28,1
3,1,1,5,1,2,2892,44,3
2,2,0,2,1,4,337,48,1
2,4,0,1,1,3,296,40,1
3,3,0,2,1,4,503,16,1
1,1,1,1,0,3,175,21,1
1,4,1,1,1,1,255,36,3
1,5,1,4,1,5,1956,70,3
3,3,1,1,0,3,696,38,3
3,3,1,3,0,2,405,23,2
1,1,0,2,1,4,315,19,1
0,5,1,1,1,3,2696,37,3
2,5,0,2,1,5,157,55,1
1,1,0,1,1,5,1134,33,1
2,2,0,2,1,5,591,49,1
1,4,1,4,1,5,2011,44,3
3,3,0,3,1,4,248,17,1
2,4,1,2,1,2,1929,58,3
1,4,0,4,1,4,1927,60,3
3,3,1,5,0,1,421,26,3
2,2,1,4,0,5,160,27,3
3,3,0,2,1,4,366,7,1
3,3,1,4,1,4,773,42,1
5,5,1,5,1,4,1145,60,3
1,3,0,5,1,5,338,10,2
4,5,1,4,1,4,1562,35,3
4,4,1,4,1,3,2191,43,3
4,4,1,5,1,5,733,40,3
3,3,0,4,1,4,1197,11,1
2,2,0,3,1,5,1605,55,1
2,2,0,3,1,1,528,54,1
2,2,0,5,1,5,587,41,1
4,3,1,4,1,1,1034,39,3
4,4,1,5,1,3,3415,42,3
2,2,0,4,1,1,417,27,1
4,4,1,5,1,3,2867,44,3
3,1,1,5,1,4,1630,35,3
4,3,1,2,1,3,2813,54,3
4,5,0,1,1,1,2586,44,1
4,4,1,4,1,5,449,59,3
1,4,1,5,1,5,2288,38,3
3,2,1,4,1,1,488,63,1
5,5,1,5,1,5,363,36,1
3,3,0,2,1,2,888,14,2
4,5,1,4,1,2,907,48,2
1,3,1,5,1,3,1814,43,3
2,4,0,5,1,3,533,64,1
4,4,1,1,0,5,301,24,1
4,5,1,4,1,5,1185,23,2
1,1,1,4,0,1,508,25,1
3,2,1,4,1,4,160,56,3
4,3,1,1,1,3,2303,38,3
3,4,1,4,1,3,2092,47,3
1,4,1,1,1,1,473,44,3
4,4,1,4,1,3,3106,40,3
1,4,1,4,1,4,347,58,3
0,4,1,1,1,4,319,56,3
1,3,1,3,1,4,2050,36,3
3,3,0,4,1,4,610,44,1
3,4,0,1,1,5,628,57,1
2,4,1,5,1,2,1869,39,3
1,4,1,4,1,3,1546,56,3
3,4,0,3,1,5,862,39,3
2,1,1,2,1,4,622,11,3
3,4,1,4,1,3,1747,27,3
2,2,1,3,0,5,2611,25,3
2,2,0,3,1,5,936,13,1
2,4,1,5,1,4,3165,48,3
3,5,0,5,1,3,602,54,1
0,0,0,1,1,5,270,13,2
5,5,0,2,1,5,493,53,1
5,4,1,4,1,3,2309,26,3
3,3,1,3,0,3,2585,12,1
4,4,1,1,0,3,413,39,3
3,4,0,4,1,3,1874,14,3
1,1,1,1,1,3,867,23,1
2,3,1,2,1,1,3502,80,3
4,4,1,4,0,4,236,39,3
5,4,1,4,1,4,1559,31,3
4,4,1,4,1,5,563,22,1
5,4,1,4,1,5,157,62,3
1,1,0,4,1,4,447,35,1
2,3,0,4,1,3,2615,68,1
2,2,0,3,1,4,1609,38,1
4,5,1,5,1,5,590,20,3
2,5,1,4,1,3,1076,51,3
1,1,0,3,1,1,255,32,1
4,5,1,4,1,3,1633,42,3
2,2,0,1,1,4,862,62,1
4,4,1,4,1,2,1513,23,3
1,5,1,4,1,3,1416,58,3
5,4,1,4,1,3,2378,30,3
2,5,0,2,1,5,577,45,1
1,3,1,5,1,3,1671,49,3
3,4,1,4,1,5,460,45,3
1,5,1,5,1,4,2267,27,3
2,2,1,2,1,2,352,73,1
5,5,1,4,1,4,261,57,1
1,1,1,1,1,2,2599,26,2
2,2,1,2,1,1,1726,18,3
3,3,1,3,1,1,1916,50,1
2,5,1,2,1,3,3121,57,3
4,4,1,4,1,2,867,48,1
3,3,1,3,1,3,1126,24,1
2,2,1,2,1,5,325,39,1
3,4,1,2,1,2,214,58,3
1,5,1,4,1,4,1900,54,3
4,4,1,4,1,3,468,18,3
1,5,1,5,1,5,2173,24,3
3,3,1,3,1,1,603,25,1
4,4,1,1,0,1,592,25,1
3,3,0,5,1,2,368,43,1
2,2,0,4,1,4,1069,17,3
5,5,1,5,1,1,854,58,2
3,3,0,5,1,5,674,32,1
5,5,1,5,1,2,1034,41,1
4,2,0,2,1,4,515,53,1
2,3,0,1,1,4,1154,18,2
4,4,1,2,0,4,220,25,1
4,4,1,4,1,3,2338,59,3
5,5,1,4,1,5,1363,52,3
3,4,1,4,1,3,2562,46,3
2,4,1,4,1,3,1503,60,3
4,4,1,4,1,4,646,36,3
3,4,1,5,0,3,794,26,3
4,4,1,4,1,1,373,34,2
5,5,1,5,1,3,3228,42,3
0,2,1,5,1,2,3875,27,3
5,4,1,1,1,5,3719,53,3
1,1,0,4,1,3,813,29,1
5,5,1,5,0,3,546,22,1
4,4,1,5,0,3,419,20,3
3,3,1,3,1,1,1558,23,3
4,4,1,2,0,4,837,30,3
1,1,1,2,0,2,399,37,1
1,1,1,1,0,2,368,37,1
5,5,1,1,0,3,201,24,3
2,2,0,5,1,5,1171,47,1
4,2,1,4,1,1,550,51,3
4,1,0,3,1,5,2704,34,3
2,5,1,5,1,5,108,37,3
4,5,0,2,1,4,430,44,3
1,5,1,5,1,5,163,31,3
3,3,0,4,1,3,991,23,1
2,5,1,5,1,5,594,40,3
4,5,0,3,1,5,581,58,1
3,5,1,5,0,5,414,41,3
2,2,0,4,1,3,993,29,1
4,5,0,3,1,5,1035,51,1
3,4,1,3,1,1,589,23,2
3,3,1,2,0,3,491,45,3
2,5,0,5,1,4,106,45,1
4,4,1,5,1,4,986,43,3
4,3,1,5,1,2,2984,67,3
4,3,1,4,1,4,1671,44,3
4,4,1,4,1,3,1024,23,1
3,3,1,3,1,2,488,13,3
5,5,1,4,0,5,587,37,3
3,4,1,4,1,1,2521,44,3
2,5,1,5,1,3,3178,47,3
4,4,1,5,0,5,399,25,3
4,3,1,4,1,1,1235,29,1
1,1,1,1,1,1,760,28,2
1,1,0,2,1,3,930,69,2
2,2,1,2,0,5,125,25,1
3,3,0,3,1,3,909,20,1
4,3,0,4,1,5,680,10,1
1,0,0,3,1,4,1262,18,1
5,5,1,5,1,3,919,49,3
3,4,1,5,1,5,3218,22,3
2,2,0,3,1,4,229,19,1
3,5,1,5,1,4,3962,42,3
1,1,1,1,1,4,2813,25,3
5,3,1,4,1,4,261,52,2
3,4,1,4,1,3,552,43,3
4,5,1,2,1,5,386,48,3
3,4,1,4,1,4,883,35,3
3,3,0,3,1,5,569,20,1
4,1,1,4,1,4,373,42,1
5,5,0,5,1,3,479,9,3
3,3,1,2,0,3,1521,14,1
4,4,1,2,0,5,293,25,3
3,3,0,3,1,2,615,9,1
2,1,0,3,1,1,306,8,1
5,5,1,5,1,3,545,27,1
2,1,1,2,0,3,224,30,3
3,3,1,5,0,4,594,36,1
2,5,1,4,1,3,2203,44,3
1,3,1,1,1,1,2333,55,3
4,4,1,1,1,4,158,50,1
1,4,1,5,1,4,507,48,3
3,5,0,3,1,4,628,68,1
3,4,1,3,1,3,2146,57,3
5,5,1,4,0,4,931,22,3
2,3,1,3,0,3,1111,11,1
1,5,1,5,1,5,1744,40,3
0,1,1,1,1,5,1940,30,3
2,4,1,4,1,4,1992,47,3
3,4,1,4,1,3,365,45,3
3,3,0,4,1,4,200,57,1
1,3,0,3,1,5,304,31,1
1,3,0,1,1,2,228,57,1
3,3,0,3,1,3,616,38,2
3,4,1,2,0,5,1345,27,3
3,4,0,4,1,4,862,60,1
2,2,1,1,0,4,802,26,1
3,1,0,2,1,4,731,43,3
4,4,0,5,1,2,2583,24,1
4,4,1,4,1,4,931,12,2
4,4,0,4,1,3,925,64,1
3,3,0,1,1,1,671,41,1
1,1,0,1,1,4,594,12,1
4,4,0,2,1,3,280,53,1
1,1,1,5,0,5,102,50,1
2,3,1,3,1,4,139,48,3
3,4,1,3,1,3,580,42,3
2,2,1,1,0,4,408,36,3
5,5,1,3,0,3,651,40,3
4,4,0,3,1,4,925,18,1
2,1,1,1,0,1,676,36,1
0,2,0,1,1,2,2586,52,3
3,3,0,1,1,1,997,66,1
2,2,0,3,1,5,954,28,1
5,4,1,4,1,4,423,45,3
2,2,1,2,1,4,3944,24,3
3,4,1,5,1,5,2447,53,3
1,3,0,4,1,3,337,45,1
5,5,1,2,0,4,1303,54,3
4,4,1,4,0,3,925,20,3
3,5,1,5,1,4,3358,46,3
3,3,0,1,1,5,762,14,1
3,3,0,5,1,4,1045,34,1
2,2,0,5,1,3,1491,32,1
1,4,0,3,1,3,846,69,1
4,4,1,5,1,4,493,42,3
4,4,0,4,1,2,1037,28,1
2,4,1,3,1,3,3902,24,3
3,3,0,1,1,3,1773,61,1
2,4,1,2,1,2,2642,51,3
2,2,1,2,0,2,708,48,1
2,2,0,5,1,4,1587,12,1
2,2,1,3,1,3,2607,49,3
3,3,1,3,0,3,109,43,1
5,4,1,5,1,4,190,58,3
4,4,1,4,1,3,2829,29,3
2,2,1,2,0,4,624,18,1
4,4,1,2,0,4,971,23,3
1,4,1,5,1,5,2325,38,3
1,3,1,3,1,5,2079,33,3
2,2,0,5,1,3,600,38,3
2,3,1,2,1,3,1747,54,3
1,5,1,4,1,3,3234,48,3
2,4,1,4,1,3,919,53,3
4,4,1,3,0,3,110,22,3
3,5,0,1,1,5,603,43,1
4,4,1,4,1,4,1504,27,3
2,2,0,2,1,4,650,7,2
5,5,0,2,1,5,1947,53,2
3,3,1,4,1,4,912,46,1
1,1,1,3,0,3,1189,38,3
1,4,1,1,1,3,446,58,3
4,4,1,5,1,3,3637,49,3
1,4,1,3,1,1,368,51,2
4,4,1,4,1,2,696,70,3
4,4,1,4,1,2,300,47,1
3,4,1,3,1,1,130,53,1
4,3,1,4,0,3,785,21,1
4,4,1,4,1,5,641,48,1
3,3,0,1,1,1,869,25,1
4,4,1,4,1,2,3325,27,3
2,4,0,2,1,5,2072,67,1
2,5,1,5,1,3,268,50,3
2,1,1,2,1,4,679,60,1
3,3,1,3,1,1,255,38,1
3,4,0,4,1,3,1751,47,3
1,4,1,1,1,3,1444,43,3
1,4,1,4,1,3,3632,57,3
3,4,1,3,1,4,484,37,3
3,3,1,3,1,2,946,55,1
2,5,1,5,1,4,1438,30,3
4,4,1,4,1,4,110,39,1
2,5,1,2,1,4,680,50,2
2,4,1,2,1,3,391,34,3
4,5,1,2,1,3,409,43,3
2,4,1,4,1,4,546,26,3
2,5,1,5,1,4,3232,41,3
4,4,0,2,1,4,2419,26,1
2,5,1,4,1,4,2182,21,3
5,5,0,4,1,4,859,58,3
3,4,0,3,1,5,563,44,2
4,2,0,1,1,5,283,33,1
0,5,1,2,1,4,280,54,3
2,2,1,2,1,3,1105,52,3
5,4,1,4,1,5,3991,21,3
3,5,1,5,1,4,2759,53,3
4,4,1,4,1,3,1025,29,3
5,5,1,2,0,4,1180,22,3
3,3,1,2,1,4,3391,40,3
4,4,1,4,1,1,1189,24,2
3,4,1,4,1,4,1849,58,3
2,2,0,2,1,5,261,20,1
3,5,1,5,1,3,989,48,3
4,4,1,5,1,4,2475,52,1
3,3,0,5,1,1,1013,18,1
2,2,0,4,1,1,321,43,1
0,1,1,5,0,2,474,54,1
4,4,1,1,1,4,744,23,3
4,4,0,3,1,5,861,53,1
2,2,1,2,1,1,459,47,2
1,5,1,5,1,1,1752,26,3
3,3,0,2,1,1,472,42,2
5,5,1,5,1,2,779,59,1
2,4,1,5,1,4,2937,59,3
3,3,1,5,0,3,1562,30,3
3,4,1,4,1,3,391,40,3
3,3,0,3,1,4,2576,33,2
3,3,1,5,0,3,1197,24,1
2,2,1,2,0,5,1009,42,3
4,4,1,4,1,5,607,30,1
2,2,1,5,0,2,860,13,1
3,3,0,1,1,3,319,28,1
0,0,0,2,1,2,110,52,1
4,3,0,1,1,4,109,45,1
3,3,1,5,0,4,649,36,1
3,3,1,3,1,3,3107,31,3
5,1,1,5,1,3,328,60,1
5,5,1,5,1,4,432,47,3
5,2,1,5,1,2,3314,45,3
5,5,1,4,1,3,2569,58,3
3,3,1,4,0,3,308,36,1
3,4,1,3,1,5,456,36,2
1,4,1,5,1,5,1925,41,3
4,4,1,4,1,4,1801,51,3
5,5,1,4,1,5,1565,53,3
5,4,0,1,1,1,2133,64,1
2,3,1,2,1,3,3299,41,3
3,3,0,4,1,5,1107,19,1
1,1,1,1,0,1,481,20,1
2,2,1,2,0,1,459,50,1
2,2,1,1,0,1,1235,35,2
5,5,1,4,1,4,1894,48,3
5,4,1,3,1,3,3913,39,3
2,4,0,5,1,3,1721,53,3
3,5,1,5,1,4,1345,42,3
4,4,1,4,1,5,637,36,1
3,3,0,3,1,5,1021,10,1
2,5,1,5,1,5,2748,51,3
4,1,1,4,1,1,1201,58,3
1,5,1,5,1,4,2095,32,3
5,2,0,4,1,1,651,51,1
3,3,0,5,1,4,113,58,1
2,2,1,4,0,3,1506,21,1
1,1,1,5,0,4,692,52,1
3,3,1,3,0,5,333,61,3
3,3,1,2,0,3,1605,38,3
3,3,1,3,1,3,133,36,1
2,2,0,3,1,3,919,68,1
4,4,0,2,1,3,431,69,1
4,5,1,5,1,5,1587,58,3
5,5,1,5,1,5,456,62,1
2,5,1,2,1,3,522,53,3
3,3,1,1,0,4,859,24,1
4,5,1,4,1,4,463,67,1
3,3,0,4,1,3,469,7,1
5,4,1,5,1,4,937,44,3
3,1,1,3,0,1,109,22,1
1,1,0,4,1,5,590,66,1
2,2,0,5,1,2,862,29,1
4,4,1,4,1,4,557,36,2
1,1,0,3,1,5,964,35,1
1,1,0,2,1,5,964,7,1
3,4,1,4,1,5,2556,49,3
3,5,1,5,1,5,3697,57,3
1,2,1,2,1,1,3367,40,3
1,3,1,1,1,4,3543,58,3
4,4,1,4,1,1,223,36,2
1,5,0,4,1,3,569,67,2
1,1,1,5,0,2,1303,18,1
2,2,0,5,1,4,294,66,1
2,3,1,4,1,1,3037,44,3
2,2,1,2,1,4,1894,50,3
2,5,1,5,1,5,678,43,3
4,4,1,4,0,4,1180,24,1
4,4,1,5,0,3,1744,9,3
3,2,1,2,0,3,1055,26,3
4,4,1,1,0,4,1237,25,2
3,3,1,4,1,3,1605,53,3
2,0,0,5,1,4,262,9,1
3,2,0,5,1,4,550,46,1
5,4,1,5,1,3,2895,35,3
2,2,0,5,1,2,197,35,3
3,3,0,5,1,3,141,64,2
2,2,0,2,1,4,1542,44,1
5,3,1,5,1,5,270,55,2
4,4,1,4,0,3,1199,22,3
4,4,0,5,1,4,925,11,1
2,1,1,2,1,5,95,58,2
2,3,1,2,1,1,1712,68,3
2,5,0,4,1,5,270,65,2
1,5,1,4,1,5,3287,42,3
2,2,1,2,1,4,1368,35,1
5,4,1,4,1,5,3927,22,3
3,3,1,3,0,3,602,27,1
2,2,0,2,1,3,314,24,1
1,5,0,3,1,4,957,54,1
3,5,1,2,1,4,1521,51,3
3,2,0,3,1,1,399,65,3
2,5,1,5,1,4,1416,27,3
5,5,0,3,1,4,358,7,1
3,3,0,1,1,3,776,34,1
1,1,1,1,1,4,588,35,1
3,4,1,4,1,5,2696,58,3
3,2,0,3,1,1,468,43,1
4,1,1,3,1,2,2117,42,3
3,4,1,4,1,5,551,42,3
4,4,1,5,1,3,594,60,3
2,2,1,1,0,2,302,64,2
5,1,1,5,1,4,417,66,1
1,5,1,4,1,5,642,41,3
2,4,1,3,1,2,2232,43,3
5,5,1,5,1,5,760,22,1
3,4,0,3,1,5,1620,53,3
3,3,0,1,1,5,533,12,1
5,5,1,3,1,4,649,40,3
3,3,0,4,1,1,599,57,1
3,3,1,2,1,3,3580,45,3
5,5,1,4,1,3,2600,57,3
4,4,0,1,1,4,423,11,3
2,4,1,5,1,5,1578,38,3
1,1,1,2,1,4,2400,53,1
5,5,1,4,1,4,1586,48,3
3,2,0,5,1,1,944,38,1
5,4,1,5,1,3,315,45,3
1,1,1,4,1,3,2517,53,3
4,4,1,3,0,4,299,42,1
2,2,1,2,1,4,1703,33,1
3,3,0,1,1,4,308,43,1
1,1,0,1,1,3,641,51,1
4,4,0,1,1,5,209,51,1
3,1,0,1,1,4,842,60,1
4,5,1,4,1,1,844,45,2
4,4,1,4,1,5,2064,28,3
1,4,1,4,1,3,1984,40,3
1,4,1,5,1,5,1865,46,3
5,5,1,4,1,5,3873,60,3
4,4,1,4,0,3,230,23,1
5,4,1,5,1,3,581,46,3
2,3,0,5,1,3,1303,61,1
3,3,0,3,1,5,749,11,2
2,1,1,5,1,3,1765,58,3
5,4,1,5,1,3,481,48,3
2,1,0,2,1,2,321,63,2
1,1,1,5,0,1,1205,49,1
1,1,0,3,1,4,354,24,1
3,3,1,3,1,3,3026,25,3
2,5,1,4,1,5,3236,50,3
2,2,0,5,1,4,603,14,1
3,4,1,4,0,5,674,40,3
4,4,1,3,1,4,2446,44,1
4,4,1,4,0,4,522,27,3
3,3,1,2,0,1,157,25,1
4,4,1,4,1,2,455,34,1
2,4,1,5,1,4,528,41,3
4,4,0,5,1,4,404,52,1
3,3,1,4,0,4,1304,44,1
4,2,0,2,1,4,419,60,1
1,1,0,3,1,2,226,25,1
2,3,1,2,1,1,986,61,1
4,2,0,1,1,3,515,7,1
3,3,1,3,1,1,1120,46,1
1,1,0,4,1,4,1521,20,1
4,4,1,4,1,2,1053,59,1
4,2,0,2,1,3,481,47,1
4,4,1,3,1,5,1340,47,3
3,3,0,4,1,3,874,24,1
4,4,1,1,0,1,353,24,1
4,4,1,1,0,4,357,34,3
4,5,1,5,1,3,546,32,3
1,1,0,3,1,4,746,44,1
4,3,0,1,1,3,404,53,3
5,5,0,3,1,5,1190,15,1
1,1,1,1,0,3,414,36,3
1,1,1,5,0,5,551,40,1
2,2,0,4,1,3,67,27,1
3,3,1,4,0,3,1199,22,1
5,4,1,3,0,4,862,28,3
5,5,1,5,1,1,109,38,1
3,4,1,4,1,4,2377,49,3
4,4,0,1,1,2,223,29,2
3,3,1,3,1,2,139,52,2
4,3,0,3,1,4,505,20,3
3,3,0,5,1,3,488,49,1
3,3,0,3,1,4,337,9,1
2,2,0,4,1,3,986,21,1
2,2,1,2,1,3,460,22,2
2,1,0,3,1,5,853,62,1
3,5,0,2,1,3,179,55,3
1,1,0,1,1,1,2342,60,1
3,3,1,2,0,2,989,24,3
4,4,0,4,1,1,821,34,1
3,5,1,5,1,3,991,33,3
2,2,0,5,1,5,313,15,1
5,5,1,1,0,3,449,24,3
1,4,1,4,1,5,534,48,3
2,5,1,5,1,3,3470,21,3
3,3,1,4,0,4,403,24,1
5,5,1,5,1,4,592,24,3
3,4,1,3,1,5,2438,41,3
0,5,1,5,1,4,3888,54,3
4,4,1,1,0,4,337,23,1
1,4,1,4,1,5,3578,30,3
2,1,1,1,0,3,502,29,1
0,0,1,2,0,3,401,20,3
4,2,1,2,1,5,562,31,3
3,5,1,5,1,5,1588,52,3
4,4,1,5,1,3,3449,45,3
4,4,1,1,0,3,1671,34,3
1,5,0,3,1,5,390,42,2
3,3,0,3,1,5,234,7,1
0,0,0,2,1,3,1499,23,1
1,5,1,2,1,4,3061,40,3
1,5,1,5,1,3,2938,32,3
2,5,1,4,1,4,2391,55,3
1,1,1,1,1,2,2342,29,3
2,4,1,4,1,4,696,45,3
4,4,1,4,1,1,1463,35,1
3,3,1,3,1,5,650,61,2
2,2,0,4,0,2,590,40,1
2,5,0,4,1,5,581,49,1
1,2,0,3,1,1,1096,69,1
2,5,0,1,1,4,1041,68,1
3,3,1,2,0,4,551,27,1
1,1,0,4,1,3,871,29,1
3,5,1,4,1,5,1400,51,3
4,3,1,4,1,3,550,38,1
2,2,1,2,1,3,361,35,1
2,1,0,3,1,1,597,22,1
3,4,1,4,0,2,542,21,1
0,0,1,4,1,1,363,26,2
3,3,0,4,1,1,419,12,1
0,4,1,5,1,4,3721,36,3
4,2,1,4,1,2,3603,44,3
1,3,1,1,1,4,3240,58,3
3,3,0,3,1,3,954,8,1
5,4,1,4,1,5,3647,59,3
2,1,1,4,1,4,853,55,3
2,2,0,1,1,5,391,35,1
0,1,1,0,1,3,569,22,1
4,4,1,4,1,4,1747,56,3
2,2,1,4,0,3,223,23,1
2,5,1,5,1,5,2581,45,3
4,4,1,2,1,4,1056,46,1
4,4,1,2,1,3,2602,54,3
3,5,0,2,1,4,484,50,1
5,5,1,5,1,1,134,41,1
2,1,1,4,1,3,391,34,3
2,2,0,4,1,5,907,21,2
2,4,1,4,1,4,1491,32,3
3,4,1,4,1,4,1011,43,3
2,5,1,5,1,4,2174,24,3
2,2,0,2,1,3,852,33,1
2,2,1,2,1,1,2491,59,3
4,5,1,5,1,3,1426,41,3
1,4,1,4,1,3,1635,57,3
2,4,1,2,1,3,833,42,1
3,3,1,3,1,2,874,18,3
2,3,1,2,1,1,693,24,2
2,4,1,5,1,4,2486,49,3
2,2,0,1,1,3,476,41,1
1,1,0,2,1,3,2586,13,1
2,2,1,2,1,2,992,29,2
4,3,1,4,1,1,920,52,1
2,4,1,5,1,4,3810,35,3
4,4,1,2,1,4,740,48,2
3,3,1,1,0,1,204,49,1
5,2,1,2,1,4,1609,30,3
1,5,0,3,1,4,351,44,3
3,3,1,3,1,3,342,20,1
3,3,0,1,1,3,989,66,1
2,3,1,4,1,3,1788,47,3
4,4,1,4,0,3,687,27,3
3,3,1,4,1,3,3454,52,3
4,4,0,3,1,1,1874,21,1
5,5,1,5,1,2,191,29,1
4,4,0,3,1,3,809,14,1
1,4,1,5,1,4,220,60,3
5,4,1,4,1,5,1896,28,3
1,4,1,4,1,5,3787,25,3
2,3,1,2,1,4,2266,45,3
3,3,1,1,0,2,121,22,1
1,5,1,4,1,4,1371,58,3
3,4,1,3,1,3,407,41,1
4,5,0,3,1,4,2161,48,1
3,4,0,2,1,3,577,62,1
4,4,1,4,1,5,1014,53,2
2,3,1,2,1,4,423,60,2
3,3,1,3,1,2,596,47,1
1,5,1,4,1,4,390,43,3
3,3,1,3,1,1,3179,30,3
2,2,1,2,1,2,977,53,1
5,4,1,5,1,4,2414,56,3
4,5,1,4,1,2,228,57,1
2,2,0,4,1,3,748,34,2
3,3,0,4,1,5,689,47,2
2,2,1,3,0,3,139,24,1
4,2,0,4,1,2,1258,62,3
5,3,1,5,1,3,1851,60,3
2,3,0,4,1,2,187,56,2
2,3,1,3,1,5,2841,48,3
4,5,1,5,1,2,2250,59,3
5,3,1,4,1,3,1620,66,3
2,1,0,4,1,4,1521,65,2
5,5,1,5,1,4,908,28,2
2,2,1,3,0,4,130,26,1
4,5,0,3,1,1,429,42,2
